,
,
City/County,value
TEXHOMA,003.0000000
TYRONE,003.0000000
TEXAS COUNTY,001.0000000
DAVIDSON,004.0000000
FREDERICK,003.5000000
GRANDFIELD,003.0000000
HOLLISTER,003.0000000
LOVELAND,000.0000000
MANITOU,003.0000000
TIPTON,004.0000000
CHATTANOOGA - TILLMAN,003.0000000
TILLMAN COUNTY,002.0000000
BIXBY - TULSA COUNTY,004.0500000
BROKEN ARROW - TULSA COUNTY,003.5500000
COLLINSVILLE - TULSA COUNTY,004.3000000
GLENPOOL,005.1000000
JENKS,003.5500000
LEONARD,000.0000000
OAKHURST,000.0000000
OWASSO - TULSA COUNTY,004.0500000
PRATTVILLE,000.0000000
MANNFORD - TULSA CO,003.5000000
SAND SPRINGS - TULSA COUNTY,004.0500000
SAPULPA - TULSA COUNTY,004.5000000
SKIATOOK - TULSA COUNTY,003.5000000
SPERRY,003.6000000
TULSA - TULSA COUNTY,003.6500000
TURLEY,000.0000000
TULSA COUNTY,000.3670000
TULSA- TIF Copo,003.6500000
CATOOSA - WAGONER COUNTY,003.2500000
COWETA,003.0000000
BROKEN ARROW - WAGONER COUNTY,003.5500000
OKAY,004.0000000
PORTER,004.0000000
RED BIRD,000.0000000
TULLAHASSE,000.0000000
WAGONER,004.0000000
YONKERS,000.0000000
BIXBY - WAGONER COUNTY,004.0500000
TULSA - WAGONER COUNTY,003.6500000
WAGONER COUNTY,001.3000000
BARTLESVILLE - WASHINGTON COUN,003.4000000
COPAN,003.0000000
DEWEY,003.0000000
OCHELATA,003.0000000
RAMONA,002.0000000
VERA,002.0000000
WASHINGTON COUNTY,001.0000000
BESSIE,002.0000000
CANUTE,004.0000000
CLOUD CHIEF,000.0000000
COLONY,002.0000000
CORDELL,003.0000000
CORN,002.0000000
DILL CITY,003.0000000
CLINTON - WASHITA COUNTY,004.5000000
FOSS,004.0000000
ROCKY,003.0000000
SENTINEL,003.0000000
BURNS FLAT,004.0000000
WASHITA COUNTY,002.0000000
